tt0006864	nm0000428	nm0048512,nm0115218,nm0000428,nm0002616,nm0640437,nm1578667,nm0940488
tt0010323	nm0927468	nm0562346,nm0417917
tt0012349	nm0000122	nm0000122
tt0013257	nm0159725	nm0159725
tt0013442	nm0003638	nm0301961,nm0831290
tt0014429	nm0628345,nm0853130	nm0730018,nm0853130,nm0924065,nm0907778,nm0369841,nm0516001
tt0015064	nm0003638	nm0562346
tt0015324	nm0000036	nm0369841,nm0593477,nm0115669
tt0015648	nm0001178	nm0012810,nm0001178,nm0017893,nm0038595,nm0872308
tt0015864	nm0000122	nm0000122
tt0016220	nm0432216,nm0151606,nm0480677,nm0781292	nm0503693,nm0031033,nm0165470,nm0566338,nm0566439,nm0715723,nm0775419,nm0908831,nm1541473
tt0016847	nm0003638	nm0369458,nm0477515,nm0324473
tt0017136	nm0000485	nm0902376,nm0000485
tt0017925	nm0115669,nm0000036	nm0000036,nm0115669,nm0090213,nm0807667,nm0685904,nm0809548
tt0018455	nm0003638	nm0562346,nm0837183,nm0385012,nm0129721
tt0018578	nm0195496,nm0920074	nm0766850,nm0521002,nm0510024,nm0425456,nm0604526
tt0018773	nm0000122	nm0000122
tt0019254	nm0003433	nm0217865,nm0003433
tt0019421	nm0718469,nm0000036	nm0361882
tt0019760	nm0895048	nm0895048
tt0020629	nm0587277	nm0718871,nm0027173,nm0007973,nm0028636,nm0837989,nm0031033,nm0587277
tt0020640	nm0373511	nm0442151,nm0753452,nm0436095,nm0748438,nm0172074
tt0020697	nm0903049	nm0542777,nm0958454,nm0901629,nm0509510,nm0903049,nm0935567
tt0021079	nm0503777	nm0122446,nm0498133,nm0267020,nm0520501,nm0953123
tt0021577	nm0000320	nm0000320,nm0198557,nm0211381
tt0021749	nm0000122	nm0000122,nm0139714,nm0188357
tt0021814	nm0115218,nm0005713	nm0831290,nm0213019,nm0049721,nm0287124,nm0111313,nm0115218,nm0169606,nm0614225,nm0828574
tt0021884	nm0001843	nm0049721,nm0791217,nm0916811,nm0287124,nm0267020,nm0770337,nm0282984,nm0751246
tt0022100	nm0000485	nm0902376,nm0000485,nm0414825
tt0022158	nm0572851	nm0673279,nm0426953,nm0790654,nm0790383,nm5030661
tt0022286	nm0920074	nm0321891,nm0109148,nm0857710
tt0022835	nm0541149	nm0388755,nm0372698,nm0829044
tt0022913	nm0115218	nm0730317,nm0325135,nm0330390,nm0090213,nm0531269,nm0941138
tt0022958	nm0332539	nm0062139,nm0237033,nm0051354,nm0941138
tt0023027	nm0572851	nm0436095,nm0748438,nm0673279,nm0426953,nm0790654
tt0023042	nm0503777	nm0122859,nm0337914,nm0391763,nm0316807
tt0023245	nm0005713	nm0701233,nm0770337,nm0049721
tt0023427	nm0001328,nm0744514	nm0870660,nm0372942,nm0589316,nm0536941,nm0122446,nm0001328
tt0023563	nm0000485	nm0415167,nm0000485,nm0902376
tt0023622	nm0523932	nm0710723,nm0428177,nm0015801
tt0023649	nm0003433	nm0494257,nm0432143,nm0003433
tt0023969	nm0564970	nm0436095,nm0748438,nm0790654,nm0674759
tt0024184	nm0001843	nm0920229,nm0792670,nm0002545,nm0943804
tt0024216	nm0178260,nm0774325	nm0187256,nm0741656,nm0178260,nm0908624,nm0330390
tt0024844	nm0897118	nm0347447,nm0729960,nm0897118
tt0025316	nm0001008	nm0728307,nm0011343
tt0025452	nm0000033	nm0071657,nm0943922,nm0339326,nm0712653,nm0930539
tt0025878	nm0886754	nm0352443,nm0329304,nm0358591
tt0025913	nm0726166	nm0726166,nm0752193,nm1168002
tt0026029	nm0000033	nm0117955,nm0071657,nm0067308
tt0026138	nm0001843	nm0791217,nm0403398,nm0049721,nm0076653,nm0088662,nm0282984,nm0531878,nm0715723,nm0792670,nm1073460,nm2191908
tt0026174	nm0002031	nm0754581,nm0732452
tt0026752	nm0515979	nm0421255,nm0299154,nm0933133,nm0635079,nm0355681,nm0004290,nm0268513
tt0026778	nm0332539,nm0939992	nm0442151,nm0753452,nm0570130,nm0000036,nm0090213,nm0436095,nm0649183,nm0685265,nm0748438,nm0780833,nm0933133
tt0027125	nm0762263	nm0852313,nm0778818,nm0015801,nm0267022,nm0391750,nm0639130,nm0817809
tt0027652	nm0000485	nm0179993,nm0000485,nm0469915
tt0027977	nm0000122	nm0000122
tt0027996	nm0001008	nm0728307,nm0445502
tt0028010	nm0478441	nm0753452,nm0368719,nm0015399,nm0478441,nm0696190
tt0028096	nm0562845	nm0448981,nm0202681,nm0792845
tt0028212	nm0000033	nm0175676,nm0071657,nm0067308,nm0801026,nm0720904,nm0256532
tt0028333	nm0828419	nm0512231,nm0778818,nm0312510,nm0391750,nm0416861,nm0892044,nm0949130
tt0028597	nm0564970	nm0217568,nm0725017,nm0118227
tt0028772	nm0939992	nm0685265,nm0780833,nm0649183,nm0090213,nm0330390,nm0442151,nm0933133
tt0028950	nm0719756	nm0816458,nm0719756
tt0029162	nm0001008	nm0728307,nm0385264,nm0118227
tt0029583	nm0183183,nm0604392,nm0414144,nm0668998,nm0789313,nm0359457	nm0342278,nm0342303,nm0780799,nm0187232,nm0257481,nm0725439,nm0403319,nm0210112,nm0087490,nm0810324
tt0029843	nm0445033,nm0002031	nm0706993,nm0589316,nm0500284
tt0029870	nm0002031	nm0923333,nm0240417,nm0114602,nm0372942,nm0531269
tt0029947	nm0001328	nm0629580,nm0928444
tt0030241	nm0002030	nm0829330,nm0118227,nm0058129
tt0030287	nm0943758	nm0728002,nm0277874,nm0001379,nm0205244,nm0118758,nm0248994
tt0030341	nm0000033	nm0924781,nm0319148,nm0490950
tt0030993	nm0001008	nm0728307,nm0442151,nm0366454
tt0031381	nm0281808,nm0002030,nm0939992	nm0593565,nm0397608,nm0308177,nm0372942,nm0842485,nm0886668
tt0031398	nm0828419	nm0768540,nm0347451,nm0372942,nm0531269,nm0456017,nm0001203,nm0169556,nm0173303,nm0493071,nm0629580,nm0892044
tt0031679	nm0001008	nm0118227,nm0287931,nm0175333
tt0031725	nm0523932	nm0102818,nm0000697,nm0281556,nm0501872
tt0031762	nm0001328	nm0299154,nm0001328,nm0341178,nm0710299
tt0031867	nm0909825	nm0907003,nm0531335,nm0744035,nm0375446,nm0049898,nm0231893,nm0923333
tt0031885	nm0719756	nm0719756,nm0002569
tt0031971	nm0000406	nm0370697,nm0629580,nm0372942
tt0032138	nm0002030,nm0896542,nm0861703,nm0851537,nm0503777,nm0281808	nm0486538,nm0753249,nm0941138,nm0000875,nm0006085,nm0106505,nm0134284,nm0276252,nm0355095,nm0361971,nm0388755,nm0481618,nm0536941,nm0542534,nm0591774,nm0621790,nm0685265,nm0780833,nm0799015
tt0032143	nm0002030	nm0524403,nm0002616,nm0613848,nm0280234,nm0829330
tt0032145	nm0943758	nm0531269,nm0372942,nm0111577,nm0001379
tt0032455	nm0414144,nm0373429,nm0359610,nm0359457,nm0272568,nm0527217,nm1968474,nm0035899,nm0019282,nm0730860,nm0766402,nm0789313	nm0335469,nm0400056,nm0086293,nm0687624,nm0226679,nm0390839,nm0942687,nm0372604,nm0538164,nm0373871,nm0668998,nm0266338,nm0553200,nm0857936,nm0827963,nm0572689,nm0257481,nm0810324,nm0672093,nm0754836,nm0670328,nm0821707,nm0335296,nm6773872
tt0032484	nm0000033	nm0071657,nm0365661,nm0385264,nm0070361,nm0372942,nm0537363
tt0032551	nm0000406	nm0425913,nm0825705
tt0032553	nm0000122	nm0000122
tt0032599	nm0001328	nm0496468,nm0372942,nm0531269,nm0753452
tt0032701	nm0943758	nm0560857,nm0462321
tt0032904	nm0002030	nm0829330,nm0058129,nm0759029
tt0032910	nm0272568,nm0373429,nm0414144,nm0455741,nm0527217,nm0730860,nm0789313	nm0172830,nm0780799,nm0257481,nm0810324,nm0183183,nm0754836,nm0672093,nm0061284,nm0670328
tt0032976	nm0000033	nm0238898,nm0792845,nm0365661,nm0531878,nm0389580
tt0033045	nm0523932	nm0710723,nm0529450,nm0372942
tt0033152	nm0003490,nm0003836,nm0924065,nm0466099,nm0466113,nm0580017	nm0539942,nm0083742,nm0000067
tt0033467	nm0000080	nm0542534,nm0000080,nm0002144,nm0219670,nm0448809
tt0033563	nm0035899,nm0272568,nm0414144,nm0455741,nm0730860,nm0789313,nm0254675	nm0335469,nm0400056,nm0257481,nm0670328,nm0061284,nm0727370,nm0821707,nm0810324,nm0008673,nm2927785
tt0033717	nm0909825	nm0001379,nm0122446
tt0033729	nm0000406	nm0242897,nm0515751
tt0033804	nm0002545	nm0388743,nm0002545
tt0033870	nm0001379	nm0001379,nm0358591
tt0033891	nm0001008	nm0175028,nm0696190,nm0728307,nm0175333
tt0034167	nm0001328	nm0277874,nm0151310,nm0462321,nm0001379,nm0948663,nm0804097,nm0184633
tt0034240	nm0002545	nm0002545
tt0034248	nm0000033	nm0710723,nm0365661,nm0720904,nm0075324
tt0034398	nm0905729	nm0802561
tt0034492	nm0019282,nm0035899,nm0359457,nm0373871,nm0730860,nm0766402,nm0942687,nm0204190,nm0314671	nm0759041,nm0668998,nm0604392,nm0821707,nm0789873,nm0266338,nm0183231,nm0942723
tt0034583	nm0002031	nm0258493,nm0258525,nm0462321,nm0122417,nm0019706,nm0732452
